id,date,date_added,title,type,link,language,author,keywords,description,other,image,selected_collection
137,2014-09-16,,Zero to One,book,https://www.amazon.com/Zero-One-Notes-Startups-Future/dp/0804139296,en,Peter Thiel,technology,"The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things. Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we�re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself. Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won�t make a search engine. Tomorrow�s champions will not win by competing ruthlessly in today�s marketplace. They will escape competition altogether, because their businesses will be unique. Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.",,,
138,2004-03-30,,Titan,book,https://www.amazon.com/Titan-Life-John-Rockefeller-Sr/dp/1400077303,en,Ron Chernow,biographies,"John D. Rockefellers story captures a pivotal moment in American history, documenting the dramatic post-Civil War shift from small business to the rise of giant corporations that irrevocably transformed the nation. With cameos by Joseph Pulitzer, William Randolph Hearst, Jay Gould, William Vanderbilt, Ida Tarbell, Andrew Carnegie, Carl Jung, J. Pierpont Morgan, William James, Henry Clay Frick, Mark Twain, and Will Rogers, Titan turns Rockefeller's life into a vivid tapestry of American society in the late nineteenth and early twentieth centuries. It is Ron Chernow's signal triumph that he narrates this monumental saga with all the sweep, drama, and insight that this giant subject deserves.",,,
139,2009-03-03,,Human Smoke,book,https://www.amazon.com/Human-Smoke-Beginnings-World-Civilization/dp/1416572465,en,Nicholson Baker,history,"Bestselling author Nicholson Baker, recognized as one of the most dexterous and talented writers in America today, has created a compelling work of nonfiction bound to provoke discussion and controversy�a wide-ranging, astonishingly fresh perspective on the political and social landscape that gave rise to World War II. Human Smoke delivers a closely textured, deeply moving indictment of the treasured myths that have romanticized much of the 1930s and '40s. Incorporating meticulous research and well-documented sources�including newspaper and magazine articles, radio speeches, memoirs, and diaries�the book juxtaposes hundreds of interrelated moments of decision, brutality, suffering, and mercy. Vivid glimpses of political leaders and their dissenters illuminate and examine the gradual, horrifying advance toward overt global war and Holocaust. Praised by critics and readers alike for his exquisitely observant eye and deft, inimitable prose, Baker has assembled a narrative within Human Smoke that unfolds gracefully, tragically, and persuasively. This is an unforgettable book that makes a profound impact on our perceptions of historical events and mourns the unthinkable loss humanity has borne at its own hand.",,,
140,,,Superintelligence,book,https://www.amazon.com/Superintelligence-Dangers-Strategies-Nick-Bostrom/dp/0198739834,en,Nick Bostrom,technology,"The human brain has some capabilities that the brains of other animals lack. It is to these distinctive capabilities that our species owes its dominant position. Other animals have stronger muscles or sharper claws, but we have cleverer brains. If machine brains one day come to surpass human brains in general intelligence, then this new superintelligence could become very powerful. As the fate of the gorillas now depends more on us humans than on the gorillas themselves, so the fate of our species then would come to depend on the actions of the machine superintelligence. But we have one advantage: we get to make the first move. Will it be possible to construct a seed AI or otherwise to engineer initial conditions so as to make an intelligence explosion survivable? How could one achieve a controlled detonation?",,,
141,2019-06-13,,The Revolutionary Phenotype,book,https://www.amazon.com/Revolutionary-Phenotype-amazing-story-begins/dp/0359570798,en,J -F Gari�py,"science, nature","The Revolutionary Phenotype is a science book that brings us four billion years into the past, when the first living molecules showed up on Planet Earth. Unlike what was previously thought, we learn that DNA-based life did not emerge from random events in a primordial soup. Indeed, the first molecules of DNA were fabricated by a previous life form. By describing the fascinating events referred to as Phenotypic Revolutions, this book provides a dire warning to humanity: if humans continue to play with their own genes, we will be the next life form to fall to our own creation.",,,
142,2014-03-04,,The Hard thing about Hard Things,book,https://www.amazon.com/Hard-Thing-About-Things-Building/dp/0062273205,en,Ben Horowitz,technology,"Ben Horowitz, cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs, offers essential advice on building and running a startup�practical wisdom for managing the toughest problems business school doesn�t cover, based on his popular ben�s blog. While many people talk about how great it is to start a business, very few are honest about how difficult it is to run one. Ben Horowitz analyzes the problems that confront leaders every day, sharing the insights he�s gained developing, managing, selling, buying, investing in, and supervising technology companies. A lifelong rap fanatic, he amplifies business lessons with lyrics from his favorite songs, telling it straight about everything from firing friends to poaching competitors, cultivating and sustaining a CEO mentality to knowing the right time to cash in. Filled with his trademark humor and straight talk, The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures, drawing from Horowitz's personal and often humbling experiences.",,,
143,,,The Territorial Imperative,book,https://www.amazon.com/Territorial-Imperative-Personal-Inquiry-Property/dp/0988604310,en,Robert Ardrey,"science, nature, economics, politics","In the revolutionary follow up to African Genesis, Robert Ardrey demonstrates that man obeys the same laws as do many other animal species, that the drive to control territory, specifically, rankles within our breasts and determines even the largest social phenomena. Family loyalty and responsibility, in men no less than in gibbons or beavers or robins, rests on joint attachment to a private territory. Morality - our willingness to make personal sacrifice for interests larger than ourselves - has its origins in dim evolutionary beginnings. Amid the resounding controversy surrounding African Genesis Ardrey published his second treatise. First published in 1966, The Territorial Imperative explores more deeply and incisively man�s evolutionary nature and threatens even more forcefully assumptions held dear. In a time when scientific dogma attributed to man either no instincts at all, or instincts too weak to be of significance, Ardrey�s conclusions raised an even greater storm. Like its predecessor, The Territorial Imperative is a work of wit, of literary wealth, of high adventure. Mr Ardrey takes his readers on far deeper excursions into the ancient animal world, and on far deeper penetrations of the human wilderness.",,,
144,,,Emergency,book,https://www.amazon.com/Emergency-This-Book-Will-Save/dp/0060898771,en,Neil Strauss,"economics, politics","Terrorist attacks. Natural disasters. Domestic crackdowns. Economic collapse. Riots. Wars. Disease. Starvation. What can you do when it all hits the fan? You can learn to be self-sufficient and survive without the system. ""I've started to look at the world through apocalypse eyes."" So begins Neil Strauss's harrowing new book: his first full-length work since the international bestseller The Game, and one of the most original-and provocative-narratives of the year. After the last few years of violence and terror, of ethnic and religious hatred, of tsunamis and hurricanes�and now of world financial meltdown�Strauss, like most of his generation, came to the sobering realization that, even in America, anything can happen. But rather than watch helplessly, he decided to do something about it. And so he spent three years traveling through a country that's lost its sense of safety, equipping himself with the tools necessary to save himself and his loved ones from an uncertain future.",,,
145,1990-03-01,,Hyperion,book,https://www.amazon.com/Hyperion-Cantos-Dan-Simmons/dp/0553283685,en,Dan Simmons,fiction,"On the world called Hyperion, beyond the reach of galactic law, waits a creature called the Shrike. There are those who worship it. There are those who fear it. And there are those who have vowed to destroy it. In the Valley of the Time Tombs, where huge, brooding structures move backward through time, the Shrike waits for them all. On the eve of Armageddon, with the entire galaxy at war, seven pilgrims set forth on a final voyage to Hyperion seeking the answers to the unsolved riddles of their lives. Each carries a desperate hope�and a terrible secret. And one may hold the fate of humanity in his hands.",,,
146,2019-08-13,,Sh?gun,book,https://www.amazon.com/Shogun-Epic-Novel-Japan-Asian/dp/1982603844,en,James Clavell,fiction,"After Englishman John Blackthorne is lost at sea, he awakens in a place few Europeans know of and even fewer have seen�Nippon. Thrust into the closed society that is seventeenth-century Japan, a land where the line between life and death is razor-thin, Blackthorne must negotiate not only a foreign people, with unknown customs and language, but also his own definitions of morality, truth, and freedom. As internal political strife and a clash of cultures lead to seemingly inevitable conflict, Blackthorne�s loyalty and strength of character are tested by both passion and loss, and he is torn between two worlds that will each be forever changed. Powerful and engrossing, capturing both the rich pageantry and stark realities of life in feudal Japan, Sh?gun is a critically acclaimed powerhouse of a book. Heart-stopping, edge-of-your-seat action melds seamlessly with intricate historical detail and raw human emotion. Endlessly compelling, this sweeping saga captivated the world to become not only one of the best-selling novels of all time but also one of the highest-rated television miniseries, as well as inspiring a nationwide surge of interest in the culture of Japan. Shakespearean in both scope and depth, Sh?gun is, as the New York Times put it, ��not only something you read�you live it.� Provocative, absorbing, and endlessly fascinating, there is only one: Sh?gun.",,,
147,1996-09-01,,Atlas Shrugged,book,https://www.amazon.com/Atlas-Shrugged-Ayn-Rand/dp/0451191145,en,Ayn Rand,fiction,"Who is John Galt? When he says that he will stop the motor of the world, is he a destroyer or a liberator? Why does he have to fight his battles not against his enemies but against those who need him most? Why does he fight his hardest battle against the woman he loves? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the amazing men and women in this book. You will discover why a productive genius becomes a worthless playboy...why a great steel industrialist is working for his own destruction...why a composer gives up his career on the night of his triumph...why a beautiful woman who runs a transcontinental railroad falls in love with the man she has sworn to kill.",,,
148,1983-07-01,,The Idiot,book,https://www.amazon.com/Idiot-Bantam-Classic-Fyodor-Dostoevsky/dp/0553213520,en,Fyodor Dostoevsky,fiction,"�My intention is to portray a truly beautiful soul.� �Dostoevsky Despite the harsh circumstances besetting his own life�abject poverty, incessant gambling, the death of his youngest child�Dostoevsky produced a second masterpiece, The Idiot, after completing Crime and Punishment. In it, a saintly man, Prince Myshkin, is thrust into the heart of a society more concerned with wealth, power, and sexual conquest than with the ideals of Christianity. Myshkin soon finds himself at the center of a violent love triangle in which a notorious woman and a beautiful young girl become rivals for his affections. Extortion, scandal, and murder follow, testing Myshkin�s moral feelings, as Dostoevsky searches through the wreckage left by human misery to find �man in man.� The Idiot is a quintessentially Russian novel, one that penetrates the complex psyche of the Russian people. �They call me a psychologist,� wrote Dostoevsky. �That is not true. I�m only a realist in the higher sense; that is, I portray all the depths of the human soul.�",,,
149,,,Basic Economics,book,https://www.amazon.com/Basic-Economics-Thomas-Sowell/dp/0465060730,en,Thomas Sowell,"economics, politics","Basic Economics is a citizen's guide to economics, written for those who want to understand how the economy works but have no interest in jargon or equations. Bestselling economist Thomas Sowell explains the general principles underlying different economic systems: capitalist, socialist, feudal, and so on. In readable language, he shows how to critique economic policies in terms of the incentives they create, rather than the goals they proclaim. With clear explanations of the entire field, from rent control and the rise and fall of businesses to the international balance of payments, this is the first book for anyone who wishes to understand how the economy functions.",,,
150,2007-11-05,,Longitude,book,https://www.amazon.com/Longitude-Genius-Greatest-Scientific-Problem/dp/080271529X,en,Dava Sobel,"science, nature","Anyone alive in the eighteenth century would have known that ""the longitude problem"" was the thorniest scientific dilemma of the day-and had been for centuries. Lacking the ability to measure their longitude, sailors throughout the great ages of exploration had been literally lost at sea as soon as they lost sight of land. Thousands of lives and the increasing fortunes of nations hung on a resolution. One man, John Harrison, in complete opposition to the scientific community, dared to imagine a mechanical solution-a clock that would keep precise time at sea, something no clock had ever been able to do on land. Longitude is the dramatic human story of an epic scientific quest and of Harrison's forty-year obsession with building his perfect timekeeper, known today as the chronometer. Full of heroism and chicanery, it is also a fascinating brief history of astronomy, navigation, and clockmaking, and opens a new window on our world.",,,
151,2017-03-07,,"Guns, Germs, and Steel",book,https://www.amazon.com/Guns-Germs-Steel-Fates-Societies/dp/0393354326,en,Jared Diamond,"history, society","Why did Eurasians conquer, displace, or decimate Native Americans, Australians, and Africans, instead of the reverse? In this �artful, informative, and delightful� (William H. McNeill, New York Review of Books) book, a classic of our time, evolutionary biologist Jared Diamond dismantles racist theories of human history by revealing the environmental factors actually responsible for its broadest patterns. The story begins 13,000 years ago, when Stone Age hunter-gatherers constituted the entire human population. Around that time, the developmental paths of human societies on different continents began to diverge greatly. Early domestication of wild plants and animals in the Fertile Crescent, China, Mesoamerica, the Andes, and other areas gave peoples of those regions a head start at a new way of life. But the localized origins of farming and herding proved to be only part of the explanation for their differing fates. The unequal rates at which food production spread from those initial centers were influenced by other features of climate and geography, including the disparate sizes, locations, and even shapes of the continents. Only societies that moved away from the hunter-gatherer stage went on to develop writing, technology, government, and organized religions as well as deadly germs and potent weapons of war. It was those societies, adventuring on sea and land, that invaded others, decimating native inhabitants through slaughter and the spread of disease. A major landmark in our understanding of human societies, Guns, Germs, and Steel chronicles the way in which the modern world, and its inequalities, came to be.",,,
152,2011-05-10,,Empire of the Summer Moon,book,https://www.amazon.com/Empire-Summer-Moon-Comanches-Powerful/dp/1416591060,en,S. C. Gwynne,"history, society","Although readers may be more familiar with the tribal names Apache and Sioux, it was in fact the legendary fighting ability of the Comanches that determined when the American West opened up. Comanche boys became adept bareback riders by age six; full Comanche braves were considered the best horsemen who ever rode. They were so masterful at war and so skillful with their arrows and lances that they stopped the northern drive of colonial Spain from Mexico and halted the French expansion westward from Louisiana. White settlers arriving in Texas from the eastern United States were surprised to find the frontier being rolled backward by Comanches incensed by the invasion of their tribal lands. The war with the Comanches lasted four decades, in effect holding up the development of the new American nation. Gwynne�s exhilarating account delivers a sweeping narrative that encompasses Spanish colonialism, the Civil War, the destruction of the buffalo herds, and the arrival of the railroads, and the amazing story of Cynthia Ann Parker and her son Quanah�a historical feast for anyone interested in how the United States came into being. Hailed by critics, S. C. Gwynne�s account of these events is meticulously researched, intellectually provocative, and, above all, thrillingly told. Empire of the Summer Moon announces him as a major new writer of American history.",,,
153,1999-04-01,,Lombard Street,book,https://www.amazon.com/Lombard-Street-Description-Money-Market/dp/0471345369,en,Walter Bagehot,history,"Sharing his invaluable insights and unique observations, Bagehot touches on everything from the mechanics of deposit banking within a fractional reserve system to the nature of foreign deposits in Britain. Along with a clear explanation of why economic growth and rising living standards are dependent upon a well-managed financial system, he offers straightforward guidelines for the function of lender-of-last resort; a penetrating look at the consequences of uncontrolled credit and speculation; and an in-depth examination of the exchequer in the money market that includes a stimulating analysis of the interaction between the government's fiscal operations and the functioning of the Bank of England, the commercial banks, and the money market. Perhaps most importantly, Lombard Street features Bagehot's prescription for crisis management, which after nearly 150 years, remains the formula of choice for containing-and curtailing-financial crises.",,,
154,2019-10-15,,Goliath,book,https://www.amazon.com/Goliath-Monopolies-Secretly-Took-World/dp/1501183087,en,Matt Stoller,"economics, politics","In Goliath, Matt Stoller explains how authoritarianism and populism have returned to American politics for the first time in eighty years, as the outcome of the 2016 election shook our faith in democratic institutions. It has brought to the fore dangerous forces that many modern Americans never even knew existed. Today�s bitter recriminations and panic represent more than just fear of the future, they reflect a basic confusion about what is happening and the historical backstory that brought us to this moment. The true effects of populism, a shrinking middle class, and concentrated financial wealth are only just beginning to manifest themselves under the current administrations. The lessons of Stoller�s study will only grow more relevant as time passes. Building upon his viral article in The Atlantic, �How the Democrats Killed Their Populist Soul,� Stoller illustrates in rich detail how we arrived at this tenuous moment, and the steps we must take to create a new democracy.",,,
155,2010-05-01,,Alone in Berlin,book,https://www.amazon.com/Alone-Berlin-Hans-Fallada/dp/014118938X,en,Hans Fallada,"history, biographies","Every Man Dies Alone or Alone in Berlin (German: Jeder stirbt f�r sich allein) is a 1947 novel by German author Hans Fallada. It is based on the true story of a working-class husband and wife Otto and Elise Hampel who, acting alone, became part of the German Resistance. Fallada's book was one of the first anti-Nazi novels to be published by a German after World War II.",,,
156,2010-09-14,,The Paleo Solution,book,https://www.amazon.com/Paleo-Solution-Original-Human-Diet/dp/0982565844,en,Robb Wolf,"science, nature","Do you want to lose fat and stay young, all while avoiding cancer, diabetes, heart disease, Parkinson's, Alzheimer's and a host of other illnesses? The Paleo Solution incorporates the latest, cutting edge research from genetics, biochemistry and anthropology to help you look, feel and perform your best. Written by Robb Wolf, a research biochemist who traded in his lab coat and pocket protector for a whistle and a stopwatch to become one of the most sought after strength and conditioning coaches in the world. With Robb's unique perspective as both scientist and coach you will learn how simple nutrition, exercise and lifestyle changes can radically change your appearance and health for the better.",,,
157,2019-10-01,,Civilized to Death,book,https://www.amazon.com/Civilized-Death-What-Lost-Modernity/dp/1451659105,en,Christopher Ryan,"society, science, nature","Most of us have instinctive evidence the world is ending�balmy December days, face-to-face conversation replaced with heads-to-screens zomboidism, a world at constant war, a political system in disarray. We hear some myths and lies so frequently that they feel like truths: Civilization is humankind�s greatest accomplishment. Progress is undeniable. Count your blessings. You�re lucky to be alive here and now. Well, maybe we are and maybe we aren�t. Civilized to Death counters the idea that progress is inherently good, arguing that the �progress� defining our age is analogous to an advancing disease. Prehistoric life, of course, was not without serious dangers and disadvantages. Many babies died in infancy. A broken bone, infected wound, snakebite, or difficult pregnancy could be life-threatening. But ultimately, Ryan argues, were these pre-civilized dangers more murderous than modern scourges, such as car accidents, cancers, cardiovascular disease, and a technologically prolonged dying process? At a time when our ecology, our society, and our own sense of selves feels increasingly imperiled, an accurate understanding of our species� long prelude to civilization is vital to a clear sense of the ultimate value of civilization�and its costs. In Civilized to Death, Ryan makes the claim that we should start looking backwards to find our way into a better future.",,,
158,2010-09-28,,Whole Earth Discipline,book,https://www.amazon.com/Whole-Earth-Discipline-Transgenic-Geoengineering/dp/0143118285,en,Stewart Brand,"society, science, nature","This eye-opening book by the legendary author of the National Book Award-winning Whole Earth Catalog persuasively details a new approach to our stewardship of the planet. Lifelong ecologist and futurist Stewart Brand relies on scientific rigor to shatter myths concerning nuclear energy, urbanization, genetic engineering, and other controversial subjects, showing exactly where the sources of our dilemmas lie and offering a bold, inventive set of policies and design- based solutions for shaping a more sustainable society. Thought- provoking and passionately argued, this is a pioneering book on one of the hottest issues facing humanity today.",,,
159,,,Cryptoasset Inheritance Planning,book,https://www.amazon.com/Cryptoasset-Inheritance-Planning-Simple-Owners/dp/1947910116,en,Pamela Morgan,"money, investing","""What happens to my bitcoin, ether, or other cryptoassets when I die?"" Cryptoasset Inheritance Planning: A Simple Guide for Owners by Pamela Morgan, Esq. is a clear blueprint to inheritance planning for those holding cryptocurrency, tokens, crypto-collectibles, and other cryptoassets.",,,
160,,,Nigger,book,https://www.amazon.com/Nigger-Dick-Gregory-Contributor-Robert-Lipsyte/dp/B007CKIBVG,en,Robert Lipsyte,biographies,"The autobiography of comedian and social activist Dick Gregory, co-authored with Robert Lipsyte, nigger was originally published in September 1964 by E. P. Dutton, and has since 1965 been reprinted numerous times in an edition available through Pocket Books, altogether selling more than one million copies to date.",,,
161,2014-04-08,,The Death of Money,book,https://www.amazon.com/Death-Money-Collapse-International-Monetary/dp/1591846706,en,James Rickards,"money, investing","The international monetary system has collapsed three times in the past hundred years, in 1914, 1939, and 1971. Each collapse was followed by a period of tumult: war, civil unrest, or significant damage to the stability of the global economy. Now James Rickards, the acclaimed author of Currency Wars, shows why another collapse is rapidly approaching�and why this time, nothing less than the institution of money itself is at risk.",,,
162,2017-04-06,,How Money Got Free,book,https://www.amazon.com/How-Money-Got-Free-Bitcoin-ebook/dp/B01C9O32YA,en,Brian Patrick Eha,"economics, politics","In the space of a few years, Bitcoin has gone from an idea ignored or maligned by almost everyone to an asset with a market cap of more than $12 billion. Venture capital firms, Goldman Sachs, the New York Stock Exchange, and billionaires such as Richard Branson and Peter Thiel have invested more than $1 billion in companies built on this groundbreaking technology. Bill Gates has even declared it �better than currency�. The pioneers of Bitcoin were twenty-first-century outlaws � cryptographers, hackers, Free Staters, ex-cons and drug dealers, teenage futurists and self-taught entrepreneurs � armed with a renegade ideology and a grudge against big government and big banks. Now those same institutions are threatening to co-opt or curtail the impact of digital currency. But the pioneers, some of whom have become millionaires themselves, aren�t going down without a fight. Sweeping and provocative, How Money Got Free reveals how this disruptive technology is shaping the debate around competing ideas of money and liberty, and what that means for our future.",,,
163,,,The Spook Who Sat by the Door,book,https://www.amazon.com/Spook-Door-African-American-Life/dp/0814322468,en,Sam Greenlee,fiction,"The Spook Who Sat by the Door is the fictional story of Dan Freeman, the first black CIA officer, and of the CIA's history of training persons and political groups who later used their specialized training in gathering intelligence, political subversion, and guerrilla warfare against the CIA.",,,
164,2020-08-04,,Carnivore Code,book,https://www.amazon.com/Carnivore-Code-Unlocking-Returning-Ancestral/dp/035846997X,en,Paul Saladino,"health, fitness","We are living longer than ever before, but we aren�t living better�millions of people suffer from diseases like diabetes, depression, joint pain, heart disease, and autoimmune illnesses. Millions more have tried and failed to lose weight and keep it off. If this sounds familiar, you�re not alone. And you know how frustrating and disheartening it is to cycle through diets, treatment plans, and prescriptions that provide little relief�and may actually add to your suffering. There is a better way, and it starts with the food you eat. The carnivore diet is scientifically proven to reduce inflammation, improve sleep, reduce joint pain, improve mental clarity, and help you lose weight. Dr. Paul Saladino has experienced the incredible benefits of a meat-based diet firsthand, and has helped hundreds of patients transform their health using his diet plan. In this groundbreaking book, Dr. Saladino reveals the shocking truth about foods we�re told are essential for good health, like whole grains, plants, and leafy greens. He dismantles those myths one by one and reveals the healing potential of an all-meat diet: the diet our bodies were designed to eat. With step-by-step guidance, complete with sample meal plans and frequently asked questions, The Carnivore Code is the only plan you need to experience the incredible benefits of the carnivore diet for yourself.",,,
165,2011-01-04,,Collapse,book,https://www.amazon.com/Collapse-Societies-Choose-Succeed-Revised/dp/0143117009,en,Jared Diamond,"science, nature, economics, politics","Environmental damage, climate change, globalization, rapid population growth, and unwise political choices were all factors in the demise of societies around the world, but some found solutions and persisted. As in Guns, Germs, and Steel, Diamond traces the fundamental pattern of catastrophe, and weaves an all-encompassing global thesis through a series of fascinating historical-cultural narratives. Collapse moves from the Polynesian cultures on Easter Island to the flourishing American civilizations of the Anasazi and the Maya and finally to the doomed Viking colony on Greenland. Similar problems face us today and have already brought disaster to Rwanda and Haiti, even as China and Australia are trying to cope in innovative ways. Despite our own society�s apparently inexhaustible wealth and unrivaled political power, ominous warning signs have begun to emerge even in ecologically robust areas like Montana. Brilliant, illuminating, and immensely absorbing, Collapse is destined to take its place as one of the essential books of our time, raising the urgent question: How can our world best avoid committing ecological suicide?",,,
166,2021-03-02,,Beyond Order,book,https://www.amazon.com/Beyond-Order-More-Rules-Life/dp/0593084640,en,Jordan B. Peterson,psychology,"Peterson delivers twelve more lifesaving principles for resisting the exhausting toll that our desire to order the world inevitably takes. In a time when the human will increasingly imposes itself over every sphere of life�from our social structures to our emotional states�Peterson warns that too much security is dangerous. What�s more, he offers strategies for overcoming the cultural, scientific, and psychological forces causing us to tend toward tyranny, and teaches us how to rely instead on our instinct to find meaning and purpose, even�and especially�when we find ourselves powerless. While chaos, in excess, threatens us with instability and anxiety, unchecked order can petrify us into submission. Beyond Order provides a call to balance these two fundamental principles of reality itself, and guides us along the straight and narrow path that divides them.",,,
167,2013-01-24,,The River War,book,https://www.amazon.com/River-War-Account-Reconquest-Sudan/dp/1620874768,en,Winston Churchill,history,"First published in 1899 and revised for the 1902 edition by its author Winston Churchill, this history of the River War in Sudan vividly chronicles the military campaign that altered the destinies of England, Egypt, and the Arabian peoples in northeast Africa. More by accident than design, in Churchill�s view, England was drawn into the affairs of Egypt in the 1880s, for at the same historical moment that the English, under Lord Cromer, were granted virtually sovereign power to establish a sound government in Egypt and to stimulate its national economy, the Mahdi rebelled in the Egyptian suzerainty of Sudan. Violence and bloodshed ensued, and the English soon found themselves embroiled alongside their Egyptian ally in a bitter conflict with the fiercely nationalistic Mahdi�a conflict that culminated in the massacre of General Charles Gordon at Khartoum and the emergence of the fanatical regime known as the Dervish Empire. In this illuminating volume, Churchill not only dramatically relates the catastrophic events in Sudan�s 1880s, but also places them in the context of Sudanese history. So it is that his subsequent account of the reconquest and pacification of Sudan by a mixed Anglo-Egyptian force under the command of Sir Herbert Kitchener weds history to destiny, as the outcome of the River War for decades would link Great Britain to the uneasy future of Egypt and Sudan.",,,
168,2016-11-15,,The Warburgs,book,https://www.amazon.com/Warburgs-Twentieth-Century-Odyssey-Remarkable-Jewish/dp/0525431837,en,Alexander Hamilton,"history, economics, politics","Bankers, philanthropists, scholars, socialites, artists, and politicians, the Warburgs stood at the pinnacle of German (and, later, of German-American) Jewry. They forged economic dynasties, built mansions and estates, assembled libraries, endowed charities, and advised a German kaiser and two American presidents. But their very success made the Warburgs lightning rods for anti-Semitism, and their sense of patriotism became increasingly dangerous in a Germany that had declared Jews the enemy. Ron Chernow's hugely fascinating history is a group portrait of a clan whose members were renowned for their brilliance, culture, and personal energy yet tragically vulnerable to the dark and irrational currents of the twentieth century.",,,
169,,,"Bitcoin, Black America",book,https://www.amazon.com/Bitcoin-Black-America-Isaiah-Jackson/dp/1079178090,en,Isaiah Jackson,"economics, politics","Ready for a change in black economics? Join the Bitcoin revolution. Bitcoin and Black America is a dynamic new book that explores the synergy between black economics, Bitcoin and blockchain technology. The global financial system is changing and the digital revolution will not be televised.Explore how to incorporate Bitcoin into your business, job and educational institution. This book also outlines the need for separation from the racist banking system and a comprehensive list of black professionals actively working in the Blockchain industry.",,,
170,2016-05-17,,Seveneves,book,https://www.amazon.com/Seveneves-Neal-Stephenson/dp/0062334514,en,Neal Stephenson,fiction,Seveneves is a hard science fiction novel by Neal Stephenson published in 2015. The story tells of the desperate efforts to preserve Homo sapiens in the wake of apocalyptic events on Earth after the unexplained disintegration of the Moon and the remaking of human society as a space-based civilization after a severe genetic bottleneck.,,,
171,2000-05-03,,Cryptonomicon,book,https://www.amazon.com/Cryptonomicon-Neal-Stephenson/dp/0380788624,en,Neal Stephenson,fiction,"A breathtaking tour de force, and Neal Stephenson's most accomplished and affecting work, Cryptonomicon is profound and prophetic, hypnotic and hyper-driven, as it leaps forward and back between World War II and the World Wide Web, hinting all the while at a dark day-after-tomorrow. It is a work of great art, thought and creative daring; the product of a truly iconoclastic imagination working with white-hot intensity.",,,
172,2018-01-23,,12 Rules for Life,book,https://www.amazon.com/12-Rules-Life-Antidote-Chaos/dp/0345816021,en,Jordan B. Peterson,philosophy,"Humorous, surprising and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street. What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. The 12 Most Valuable Things Everyone Should Know shatters the modern commonplaces of science, faith and human nature, while transforming and ennobling the mind and spirit of its readers.",,,
173,2008-07-01,,The War of the End of the World,book,https://www.amazon.com/War-End-World-Novel/dp/0312427980,en,Mario Vargas Llosa,fiction,"Deep within the remote backlands of nineteenth-century Brazil lies Canudos, home to all the damned of the earth: prostitutes, bandits, beggars, and every kind of outcast. It is a place where history and civilization have been wiped away. There is no money, no taxation, no marriage, no census. Canudos is a cauldron for the revolutionary spirit in its purest form, a state with all the potential for a true, libertarian paradise--and one the Brazilian government is determined to crush at any cost. In perhaps his most ambitious and tragic novel, Mario Vargas Llosa tells his own version of the real story of Canudos, inhabiting characters on both sides of the massive, cataclysmic battle between the society and government troops. The resulting novel is a fable of Latin American revolutionary history, an unforgettable story of passion, violence, and the devastation that follows from fanaticism.",,,
174,1999-03-01,,Aristotle's Metaphysics,book,https://www.amazon.com/Aristotles-Metaphysics-Aristotle/dp/1888009039,en,Aristotle,"science, nature","Joe Sachs has followed up his brilliant translation of Aristotle's Physics with a new translation of Metaphysics. Sachs's translations bring distinguished new light onto Aristotle's works, which are foundational to history of science. Sachs translates Aristotle with an authenticity that was lost when Aristotle was translated into Latin and abstract Latin words came to stand for concepts Aristotle expressed with phrases in everyday Greek language. When the works began being translated into English, those abstract Latin words or their cognates were used, thus suggesting a level of jargon and abstraction, and in some cases misleading interpretation, which was not Aristotle's language or style. These important new translations open up Aristotle's original thought to readers.",,,
